,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofproducts_1,numofproducts_2,numofproducts_3,numofproducts_4
3563,117160.32,1,1,9,1,1,495,germany,female,34,116069.24,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.2899999999999999,0.21621621621621623,1,1,0,0,0,1,0,0,1,0,0,0
3564,0.0,2,1,8,1,0,491,spain,female,61,139861.53,1 lakh - 1.5 lakh,above 60,0,no saving,below 650,0.3333333333333333,0.2819999999999999,0.5810810810810811,1,0,1,0,0,0,0,1,0,1,0,0
3565,97565.74,1,0,5,0,1,847,france,male,51,144184.06,1 lakh - 1.5 lakh,45-60,1,50k-1 lakh,above 800,0.0,0.9939999999999999,0.445945945945946,0,0,0,0,0,0,1,0,1,0,0,0
3566,0.0,2,1,5,1,0,676,spain,female,30,157888.5,1.5 lakh - 2 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.652,0.16216216216216217,1,0,1,0,1,0,0,0,0,1,0,0
3567,104833.79,1,0,3,0,0,746,spain,female,25,71911.3,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.7919999999999999,0.09459459459459457,1,0,1,0,1,0,0,0,1,0,0,0
3568,101675.22,2,0,2,0,0,470,spain,female,31,45033.75,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.24,0.1756756756756757,1,0,1,0,1,0,0,0,0,1,0,0
3569,0.0,2,1,3,1,0,714,spain,male,20,150465.93,1.5 lakh - 2 lakh,18-20,0,no saving,700-800,0.3333333333333333,0.7279999999999999,0.02702702702702703,0,0,1,0,0,0,0,0,0,1,0,0
3570,0.0,1,0,8,0,1,695,france,female,50,126381.6,1 lakh - 1.5 lakh,45-60,0,no saving,650-700,0.0,0.6900000000000001,0.4324324324324324,1,0,0,0,0,0,1,0,1,0,0,0
3571,174701.05,1,0,2,0,1,674,france,male,46,90189.72,50k - 1 lakh,45-60,1,1.5 lakh - 2 lakh,650-700,0.0,0.648,0.37837837837837845,0,0,0,0,0,0,1,0,1,0,0,0
3572,71142.77,2,0,6,0,0,664,germany,male,36,122433.09,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,650-700,0.3333333333333333,0.628,0.24324324324324326,0,1,0,0,0,1,0,0,0,1,0,0
3573,108805.42,2,1,3,1,0,697,germany,male,31,123825.83,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.6940000000000001,0.1756756756756757,0,1,0,0,1,0,0,0,0,1,0,0
3574,0.0,2,1,4,1,0,670,france,male,68,11426.7,1k - 20k,above 60,0,no saving,650-700,0.3333333333333333,0.64,0.6756756756756757,0,0,0,0,0,0,0,1,0,1,0,0
3575,0.0,1,1,4,1,0,541,france,female,32,114951.42,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.0,0.382,0.1891891891891892,1,0,0,0,0,1,0,0,1,0,0,0
3576,116037.76,1,1,9,1,0,640,france,female,66,184636.05,1.5 lakh - 2 lakh,above 60,1,1 lakh - 1.5 lakh,below 650,0.0,0.58,0.6486486486486487,1,0,0,0,0,0,0,1,1,0,0,0
3577,0.0,2,1,8,1,0,647,france,male,28,91055.27,50k - 1 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.594,0.13513513513513514,0,0,0,0,1,0,0,0,0,1,0,0
3578,80673.96,2,0,2,0,0,757,france,male,23,93991.65,50k - 1 lakh,21-23,1,50k-1 lakh,700-800,0.3333333333333333,0.814,0.0675675675675676,0,0,0,1,0,0,0,0,0,1,0,0
3579,124640.51,1,0,1,0,1,704,germany,female,39,116511.12,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7079999999999999,0.2837837837837838,1,1,0,0,0,1,0,0,1,0,0,0
3580,182275.23,2,0,9,0,0,778,germany,male,31,190631.23,1.5 lakh - 2 lakh,24-31,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.856,0.1756756756756757,0,1,0,0,1,0,0,0,0,1,0,0
3581,98635.77,1,0,5,0,0,639,germany,female,41,199970.74,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.578,0.3108108108108108,1,1,0,0,0,1,0,0,1,0,0,0
3582,0.0,2,0,5,0,0,637,france,male,33,139947.17,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.574,0.2027027027027027,0,0,0,0,0,1,0,0,0,1,0,0
3583,0.0,1,0,4,0,0,686,france,male,35,8816.37,1k - 20k,32-44,0,no saving,650-700,0.0,0.672,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0
3584,79757.21,1,0,8,0,1,577,spain,male,43,135650.72,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.45399999999999985,0.3378378378378379,0,0,1,0,0,1,0,0,1,0,0,0
3585,53053.76,1,1,8,1,0,506,germany,male,28,24577.34,20k - 50k,24-31,1,50k-1 lakh,below 650,0.0,0.31199999999999994,0.13513513513513514,0,1,0,0,1,0,0,0,1,0,0,0
3586,120911.75,2,1,7,1,0,757,france,male,28,131249.46,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.814,0.13513513513513514,0,0,0,0,1,0,0,0,0,1,0,0
3587,115285.85,1,0,4,0,0,826,france,male,55,140126.17,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,above 800,0.0,0.9520000000000001,0.5,0,0,0,0,0,0,1,0,1,0,0,0
3588,0.0,2,0,2,0,0,721,france,male,41,168219.75,1.5 lakh - 2 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7419999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
3589,221532.8,1,0,3,0,0,489,spain,male,40,171867.08,1.5 lakh - 2 lakh,32-44,1,above 2 lakh,below 650,0.0,0.2779999999999999,0.2972972972972973,0,0,1,0,0,1,0,0,1,0,0,0
3590,105056.13,1,0,4,0,0,446,france,female,51,70613.52,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.19199999999999995,0.445945945945946,1,0,0,0,0,0,1,0,1,0,0,0
3591,88363.03,1,1,3,1,0,677,france,male,37,117946.3,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,650-700,0.0,0.654,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0
3592,123757.52,2,0,2,0,0,769,france,male,29,84872.66,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.838,0.14864864864864863,0,0,0,0,1,0,0,0,0,1,0,0
3593,123959.97,1,1,5,1,1,677,spain,male,56,60590.72,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.654,0.5135135135135136,0,0,1,0,0,0,1,0,1,0,0,0
3594,114822.64,1,1,10,1,0,555,germany,female,62,8444.5,1k - 20k,above 60,1,1 lakh - 1.5 lakh,below 650,0.0,0.41000000000000003,0.5945945945945947,1,1,0,0,0,0,0,1,1,0,0,0
3595,145219.3,1,0,9,0,0,652,germany,female,37,159132.83,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.604,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0
3596,106807.64,1,1,5,1,0,722,germany,female,32,76998.69,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7439999999999999,0.1891891891891892,1,1,0,0,0,1,0,0,1,0,0,0
3597,148159.71,1,0,0,0,0,643,france,male,36,55835.66,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.586,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0
3598,99745.95,1,0,1,0,0,796,germany,female,40,177524.19,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,700-800,0.0,0.892,0.2972972972972973,1,1,0,0,0,1,0,0,1,0,0,0
3599,156282.79,1,0,8,0,0,720,germany,female,37,45985.52,20k - 50k,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.7399999999999999,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0
3600,0.0,2,0,7,0,0,613,france,male,41,60297.72,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5259999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
3601,0.0,2,1,6,1,1,506,france,female,57,194421.12,1.5 lakh - 2 lakh,45-60,0,no saving,below 650,0.3333333333333333,0.31199999999999994,0.527027027027027,1,0,0,0,0,0,1,0,0,1,0,0
3602,0.0,1,0,6,0,1,608,france,male,50,93568.77,50k - 1 lakh,45-60,0,no saving,below 650,0.0,0.5159999999999999,0.4324324324324324,0,0,0,0,0,0,1,0,1,0,0,0
3603,0.0,1,1,2,1,0,667,spain,male,77,34702.92,20k - 50k,above 60,0,no saving,650-700,0.0,0.634,0.7972972972972974,0,0,1,0,0,0,0,1,1,0,0,0
3604,121376.15,2,0,7,0,1,750,france,female,47,54473.6,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7999999999999999,0.39189189189189194,1,0,0,0,0,0,1,0,0,1,0,0
3605,111582.11,1,0,4,0,0,610,france,male,33,113943.17,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5199999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,1,0,0,0
3606,129417.82,1,0,10,0,0,588,germany,female,34,153727.32,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.47599999999999987,0.21621621621621623,1,1,0,0,0,1,0,0,1,0,0,0
3607,0.0,2,1,1,1,0,479,france,female,26,19116.97,1k - 20k,24-31,0,no saving,below 650,0.3333333333333333,0.258,0.10810810810810811,1,0,0,0,1,0,0,0,0,1,0,0
3608,0.0,2,1,5,1,0,682,france,male,37,112554.68,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.664,0.25675675675675674,0,0,0,0,0,1,0,0,0,1,0,0
3609,0.0,1,0,7,0,0,677,france,female,36,47318.75,20k - 50k,32-44,0,no saving,650-700,0.0,0.654,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0
3610,94607.08,1,0,6,0,0,850,germany,male,40,36690.49,20k - 50k,32-44,1,50k-1 lakh,above 800,0.0,0.9999999999999999,0.2972972972972973,0,1,0,0,0,1,0,0,1,0,0,0
3611,131368.3,1,0,1,0,1,580,france,female,56,106918.67,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.45999999999999985,0.5135135135135136,1,0,0,0,0,0,1,0,1,0,0,0
3612,166883.07,2,1,8,1,0,746,france,female,21,194563.65,1.5 lakh - 2 lakh,21-23,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.7919999999999999,0.040540540540540515,1,0,0,1,0,0,0,0,0,1,0,0
3613,0.0,2,0,3,0,0,635,spain,female,37,91086.73,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.57,0.25675675675675674,1,0,1,0,0,1,0,0,0,1,0,0
3614,172812.72,2,1,6,1,0,664,germany,male,25,108008.65,1 lakh - 1.5 lakh,24-31,1,1.5 lakh - 2 lakh,650-700,0.3333333333333333,0.628,0.09459459459459457,0,1,0,0,1,0,0,0,0,1,0,0
3615,126606.63,2,1,0,1,0,558,germany,female,36,172363.52,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.41600000000000004,0.24324324324324326,1,1,0,0,0,1,0,0,0,1,0,0
3616,134950.19,3,0,9,0,1,415,france,male,46,178587.36,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.6666666666666667,0.13,0.37837837837837845,0,0,0,0,0,0,1,0,0,0,1,0
3617,96956.1,1,0,6,0,1,798,france,female,60,31907.44,20k - 50k,45-60,1,50k-1 lakh,700-800,0.0,0.896,0.5675675675675675,1,0,0,0,0,0,1,0,1,0,0,0
3618,107601.79,1,0,4,0,1,792,germany,female,29,18922.18,1k - 20k,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.884,0.14864864864864863,1,1,0,0,1,0,0,0,1,0,0,0
3619,92060.06,1,0,8,0,1,489,germany,female,46,147222.95,1 lakh - 1.5 lakh,45-60,1,50k-1 lakh,below 650,0.0,0.2779999999999999,0.37837837837837845,1,1,0,0,0,0,1,0,1,0,0,0
3620,0.0,2,0,0,0,0,730,france,male,33,1474.79,1k - 20k,32-44,0,no saving,700-800,0.3333333333333333,0.7599999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,0,1,0,0
3621,0.0,2,1,4,1,0,773,france,male,41,24924.92,20k - 50k,32-44,0,no saving,700-800,0.3333333333333333,0.846,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
3622,137688.71,1,1,9,1,0,711,france,male,36,46884.1,20k - 50k,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7219999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0
3623,85845.43,2,1,8,1,0,592,spain,male,55,128918.42,1 lakh - 1.5 lakh,45-60,1,50k-1 lakh,below 650,0.3333333333333333,0.4839999999999999,0.5,0,0,1,0,0,0,1,0,0,1,0,0
3624,125552.96,1,0,6,0,0,695,germany,male,27,105291.26,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.0,0.6900000000000001,0.12162162162162166,0,1,0,0,1,0,0,0,1,0,0,0
3625,167298.42,1,1,1,1,0,640,france,female,33,145381.65,1 lakh - 1.5 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.0,0.58,0.2027027027027027,1,0,0,0,0,1,0,0,1,0,0,0
3626,55732.92,2,1,4,1,0,470,spain,male,31,103792.53,1 lakh - 1.5 lakh,24-31,1,50k-1 lakh,below 650,0.3333333333333333,0.24,0.1756756756756757,0,0,1,0,1,0,0,0,0,1,0,0
3627,110689.07,1,1,6,1,1,789,germany,female,37,71121.04,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.878,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0
3628,98544.11,1,1,7,1,0,604,spain,female,39,52327.57,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.5079999999999999,0.2837837837837838,1,0,1,0,0,1,0,0,1,0,0,0
3629,178317.6,1,0,8,0,0,493,germany,female,35,197428.64,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.0,0.2859999999999999,0.22972972972972977,1,1,0,0,0,1,0,0,1,0,0,0
3630,115713.84,2,0,8,0,0,671,france,female,48,83210.84,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.642,0.40540540540540543,1,0,0,0,0,0,1,0,0,1,0,0
3631,143267.14,2,0,9,0,0,656,france,male,46,193099.43,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.612,0.37837837837837845,0,0,0,0,0,0,1,0,0,1,0,0
3632,89750.21,1,0,5,0,0,739,spain,male,19,193008.52,1.5 lakh - 2 lakh,18-20,1,50k-1 lakh,700-800,0.0,0.7779999999999999,0.013513513513513542,0,0,1,0,0,0,0,0,1,0,0,0
3633,116576.45,1,0,3,0,0,560,spain,female,26,157567.37,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.42000000000000004,0.10810810810810811,1,0,1,0,1,0,0,0,1,0,0,0
3634,143001.5,2,0,8,0,0,827,germany,female,47,108977.5,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.9540000000000001,0.39189189189189194,1,1,0,0,0,0,1,0,0,1,0,0
3635,157761.56,1,0,7,0,0,681,france,male,23,147759.84,1 lakh - 1.5 lakh,21-23,1,1.5 lakh - 2 lakh,650-700,0.0,0.662,0.0675675675675676,0,0,0,1,0,0,0,0,1,0,0,0
3636,0.0,2,1,5,1,0,740,france,female,37,27528.4,20k - 50k,32-44,0,no saving,700-800,0.3333333333333333,0.7799999999999999,0.25675675675675674,1,0,0,0,0,1,0,0,0,1,0,0
3637,103430.11,2,1,4,1,0,663,spain,male,31,36479.27,20k - 50k,24-31,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.626,0.1756756756756757,0,0,1,0,1,0,0,0,0,1,0,0
3638,0.0,1,0,0,0,1,845,spain,female,52,31726.76,20k - 50k,45-60,0,no saving,above 800,0.0,0.9899999999999999,0.4594594594594595,1,0,1,0,0,0,1,0,1,0,0,0
3639,0.0,2,0,5,0,0,555,spain,male,27,96398.51,50k - 1 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.41000000000000003,0.12162162162162166,0,0,1,0,1,0,0,0,0,1,0,0
3640,115115.38,1,0,8,0,1,680,germany,female,48,139558.6,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.66,0.40540540540540543,1,1,0,0,0,0,1,0,1,0,0,0
3641,122501.28,2,1,0,1,0,638,germany,female,39,95007.8,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.576,0.2837837837837838,1,1,0,0,0,1,0,0,0,1,0,0
3642,0.0,1,1,3,1,0,640,spain,male,62,101663.47,1 lakh - 1.5 lakh,above 60,0,no saving,below 650,0.0,0.58,0.5945945945945947,0,0,1,0,0,0,0,1,1,0,0,0
3643,0.0,2,1,6,1,0,778,france,male,42,106197.44,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.856,0.3243243243243243,0,0,0,0,0,1,0,0,0,1,0,0
3644,146758.24,1,0,3,0,0,679,france,male,45,48466.89,20k - 50k,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.658,0.36486486486486486,0,0,0,0,0,0,1,0,1,0,0,0
3645,0.0,2,1,3,1,0,593,france,female,32,151978.36,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.4859999999999999,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
3646,0.0,1,1,3,1,1,788,france,male,55,13288.46,1k - 20k,45-60,0,no saving,700-800,0.0,0.876,0.5,0,0,0,0,0,0,1,0,1,0,0,0
3647,110738.89,1,0,9,0,1,770,france,female,70,22666.77,20k - 50k,above 60,1,1 lakh - 1.5 lakh,700-800,0.0,0.84,0.7027027027027029,1,0,0,0,0,0,0,1,1,0,0,0
3648,94203.8,1,1,2,1,0,729,france,male,67,102391.06,1 lakh - 1.5 lakh,above 60,1,50k-1 lakh,700-800,0.0,0.7579999999999999,0.6621621621621623,0,0,0,0,0,0,0,1,1,0,0,0
3649,105792.49,1,1,8,1,1,545,france,male,47,67830.2,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.39,0.39189189189189194,0,0,0,0,0,0,1,0,1,0,0,0
3650,153198.23,1,1,4,1,0,597,france,male,41,92090.36,50k - 1 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.0,0.4939999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,1,0,0,0
3651,0.0,2,0,3,0,0,537,france,male,38,141023.01,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.374,0.27027027027027034,0,0,0,0,0,1,0,0,0,1,0,0
3652,61811.23,1,1,10,1,0,732,france,male,79,104222.8,1 lakh - 1.5 lakh,above 60,1,50k-1 lakh,700-800,0.0,0.7639999999999999,0.8243243243243243,0,0,0,0,0,0,0,1,1,0,0,0
3653,101116.06,1,0,8,0,0,542,france,male,34,196395.05,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.384,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0
3654,74458.25,1,1,0,1,0,688,germany,female,46,6866.31,1k - 20k,45-60,1,50k-1 lakh,650-700,0.0,0.676,0.37837837837837845,1,1,0,0,0,0,1,0,1,0,0,0
3655,142871.27,2,0,8,0,0,542,germany,male,33,77737.86,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.384,0.2027027027027027,0,1,0,0,0,1,0,0,0,1,0,0
3656,98585.94,2,1,6,1,0,754,germany,male,35,106116.84,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,700-800,0.3333333333333333,0.8079999999999999,0.22972972972972977,0,1,0,0,0,1,0,0,0,1,0,0
3657,0.0,1,1,6,1,1,750,france,female,37,117948.0,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.0,0.7999999999999999,0.25675675675675674,1,0,0,0,0,1,0,0,1,0,0,0
3658,0.0,2,1,7,1,0,731,france,male,30,184581.68,1.5 lakh - 2 lakh,24-31,0,no saving,700-800,0.3333333333333333,0.7619999999999999,0.16216216216216217,0,0,0,0,1,0,0,0,0,1,0,0
3659,80764.03,1,0,3,0,1,699,france,female,43,199378.58,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,650-700,0.0,0.6980000000000001,0.3378378378378379,1,0,0,0,0,1,0,0,1,0,0,0
3660,144801.97,1,1,9,1,1,534,france,female,42,12483.39,1k - 20k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.368,0.3243243243243243,1,0,0,0,0,1,0,0,1,0,0,0
3661,0.0,2,0,2,0,0,494,spain,male,27,22404.64,20k - 50k,24-31,0,no saving,below 650,0.3333333333333333,0.2879999999999999,0.12162162162162166,0,0,1,0,1,0,0,0,0,1,0,0
3662,110053.62,2,1,7,1,0,497,germany,male,35,92887.06,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.29399999999999993,0.22972972972972977,0,1,0,0,0,1,0,0,0,1,0,0
3663,118890.81,1,1,5,1,0,632,france,female,28,145157.97,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.564,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0
3664,0.0,1,0,5,0,1,724,france,male,31,134889.95,1 lakh - 1.5 lakh,24-31,0,no saving,700-800,0.0,0.7479999999999999,0.1756756756756757,0,0,0,0,1,0,0,0,1,0,0,0
3665,151218.98,1,1,0,1,0,751,germany,female,37,109309.29,1 lakh - 1.5 lakh,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.8019999999999999,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0
3666,150507.21,1,1,9,1,0,733,france,male,42,169964.12,1.5 lakh - 2 lakh,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.7659999999999999,0.3243243243243243,0,0,0,0,0,1,0,0,1,0,0,0
3667,0.0,2,1,9,1,0,701,spain,female,21,26327.42,20k - 50k,21-23,0,no saving,700-800,0.3333333333333333,0.7020000000000001,0.040540540540540515,1,0,1,1,0,0,0,0,0,1,0,0
3668,131023.76,2,0,4,0,0,525,germany,male,33,55072.93,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.35,0.2027027027027027,0,1,0,0,0,1,0,0,0,1,0,0
3669,122314.5,1,0,2,0,1,666,germany,female,44,68574.88,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.632,0.35135135135135137,1,1,0,0,0,1,0,0,1,0,0,0
3670,0.0,2,1,2,1,0,653,france,male,29,41671.81,20k - 50k,24-31,0,no saving,650-700,0.3333333333333333,0.606,0.14864864864864863,0,0,0,0,1,0,0,0,0,1,0,0
3671,0.0,2,1,4,1,0,850,france,male,28,12409.01,1k - 20k,24-31,0,no saving,above 800,0.3333333333333333,0.9999999999999999,0.13513513513513514,0,0,0,0,1,0,0,0,0,1,0,0
3672,111739.4,2,1,6,1,0,646,germany,female,52,68367.18,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.592,0.4594594594594595,1,1,0,0,0,0,1,0,0,1,0,0
3673,113882.31,1,1,6,1,0,750,france,male,43,74564.41,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7999999999999999,0.3378378378378379,0,0,0,0,0,1,0,0,1,0,0,0
3674,98148.61,1,0,7,0,0,764,france,male,24,26843.76,20k - 50k,24-31,1,50k-1 lakh,700-800,0.0,0.828,0.08108108108108109,0,0,0,0,1,0,0,0,1,0,0,0
3675,0.0,2,0,9,0,0,658,france,female,32,156774.75,1.5 lakh - 2 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.616,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
3676,59271.82,1,1,1,1,0,727,france,male,32,46019.43,20k - 50k,32-44,1,50k-1 lakh,700-800,0.0,0.7539999999999999,0.1891891891891892,0,0,0,0,0,1,0,0,1,0,0,0
3677,0.0,2,1,2,1,0,687,france,female,31,145411.39,1 lakh - 1.5 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.674,0.1756756756756757,1,0,0,0,1,0,0,0,0,1,0,0
3678,0.0,2,1,2,1,0,631,spain,male,33,158268.84,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5619999999999999,0.2027027027027027,0,0,1,0,0,1,0,0,0,1,0,0
3679,69413.44,1,1,10,1,0,797,france,male,30,74637.57,50k - 1 lakh,24-31,1,50k-1 lakh,700-800,0.0,0.894,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0
3680,160599.06,2,1,7,1,0,650,spain,male,25,28391.52,20k - 50k,24-31,1,1.5 lakh - 2 lakh,below 650,0.3333333333333333,0.6,0.09459459459459457,0,0,1,0,1,0,0,0,0,1,0,0
3681,0.0,1,1,3,1,0,850,spain,male,22,144385.54,1 lakh - 1.5 lakh,21-23,0,no saving,above 800,0.0,0.9999999999999999,0.05405405405405406,0,0,1,1,0,0,0,0,1,0,0,0
3682,147803.48,1,0,2,0,1,676,france,female,40,95181.06,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.652,0.2972972972972973,1,0,0,0,0,1,0,0,1,0,0,0
3683,0.0,2,1,8,1,0,620,spain,male,44,15627.51,1k - 20k,32-44,0,no saving,below 650,0.3333333333333333,0.5399999999999999,0.35135135135135137,0,0,1,0,0,1,0,0,0,1,0,0
3684,170228.59,2,0,9,0,1,576,france,female,52,148477.57,1 lakh - 1.5 lakh,45-60,1,1.5 lakh - 2 lakh,below 650,0.3333333333333333,0.45200000000000007,0.4594594594594595,1,0,0,0,0,0,1,0,0,1,0,0
3685,133111.73,1,1,2,1,0,482,france,female,35,79957.95,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.2639999999999999,0.22972972972972977,1,0,0,0,0,1,0,0,1,0,0,0
3686,0.0,2,0,5,0,0,695,spain,female,39,102763.69,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.6900000000000001,0.2837837837837838,1,0,1,0,0,1,0,0,0,1,0,0
3687,176139.5,2,0,2,0,0,706,france,male,18,129654.22,1 lakh - 1.5 lakh,18-20,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.7119999999999999,0.0,0,0,0,0,0,0,0,0,0,1,0,0
3688,0.0,2,1,2,1,0,668,france,female,32,40652.33,20k - 50k,32-44,0,no saving,650-700,0.3333333333333333,0.636,0.1891891891891892,1,0,0,0,0,1,0,0,0,1,0,0
